"Date","Currency","Currency Pair","Buying","Selling","Mid Rate"
"07 Apr 1997","US Dollar","USDGHS","1,893.7300","1,914.8200","1,904.2750"
"04 Apr 1997","US Dollar","USDGHS","1,891.0000","1,922.0900","1,906.5450"
"03 Apr 1997","US Dollar","USDGHS","1,887.7300","1,917.9100","1,902.8200"
"02 Apr 1997","US Dollar","USDGHS","1,886.8200","1,917.4500","1,902.1350"
"01 Apr 1997","US Dollar","USDGHS","1,882.3600","1,911.6400","1,897.0000"
"27 Mar 1997","US Dollar","USDGHS","1,877.0000","1,907.6400","1,892.3200"
"26 Mar 1997","US Dollar","USDGHS","1,874.0000","1,906.0900","1,890.0450"
"25 Mar 1997","US Dollar","USDGHS","1,870.9100","1,902.3600","1,886.6350"
"24 Mar 1997","US Dollar","USDGHS","1,867.2700","1,898.6400","1,882.9550"
"21 Mar 1997","US Dollar","USDGHS","1,861.7300","1,895.1800","1,878.4550"
"20 Mar 1997","US Dollar","USDGHS","1,858.5500","1,892.1800","1,875.3650"
"19 Mar 1997","US Dollar","USDGHS","1,856.1800","1,888.8200","1,872.5000"
"18 Mar 1997","US Dollar","USDGHS","1,853.0000","1,883.8200","1,868.4100"
"17 Mar 1997","US Dollar","USDGHS","1,850.0000","1,882.0900","1,866.0450"
"14 Mar 1997","US Dollar","USDGHS","1,846.5500","1,878.1800","1,862.3650"
"13 Mar 1997","US Dollar","USDGHS","1,843.6400","1,875.3600","1,859.5000"
"12 Mar 1997","US Dollar","USDGHS","1,838.4500","1,868.6400","1,853.5450"
"11 Mar 1997","US Dollar","USDGHS","1,835.4500","1,865.0900","1,850.2700"
"10 Mar 1997","US Dollar","USDGHS","1,831.6400","1,860.6400","1,846.1400"
"07 Mar 1997","US Dollar","USDGHS","1,827.2700","1,856.4500","1,841.8600"
"05 Mar 1997","US Dollar","USDGHS","1,817.1900","1,846.4500","1,831.8200"
"04 Mar 1997","US Dollar","USDGHS","1,811.1800","1,841.3600","1,826.2700"
"03 Mar 1997","US Dollar","USDGHS","1,805.0900","1,835.0900","1,820.0900"
"28 Feb 1997","US Dollar","USDGHS","1,797.6400","1,825.5500","1,811.5950"
"27 Feb 1997","US Dollar","USDGHS","1,792.6400","1,822.3600","1,807.5000"
"26 Feb 1997","US Dollar","USDGHS","1,785.8200","1,816.1800","1,801.0000"
"25 Feb 1997","US Dollar","USDGHS","1,776.3600","1,807.5500","1,791.9550"
"24 Feb 1997","US Dollar","USDGHS","1,771.5500","1,803.2700","1,787.4100"
"21 Feb 1997","US Dollar","USDGHS","1,768.9100","1,800.6400","1,784.7750"
"20 Feb 1997","US Dollar","USDGHS","1,764.9100","1,797.1800","1,781.0450"
"19 Feb 1997","US Dollar","USDGHS","1,761.0000","1,793.7300","1,777.3650"
"18 Feb 1997","US Dollar","USDGHS","1,758.2700","1,791.0900","1,774.6800"
"17 Feb 1997","US Dollar","USDGHS","1,753.3600","1,786.8200","1,770.0900"
"14 Feb 1997","US Dollar","USDGHS","1,751.8200","1,783.2700","1,767.5450"
"13 Feb 1997","US Dollar","USDGHS","1,749.5500","1,781.4500","1,765.5000"
"12 Feb 1997","US Dollar","USDGHS","1,746.5500","1,778.3600","1,762.4550"
"11 Feb 1997","US Dollar","USDGHS","1,745.5500","1,777.3600","1,761.4550"
"10 Feb 1997","US Dollar","USDGHS","1,744.8200","1,776.1800","1,760.5000"
"07 Feb 1997","US Dollar","USDGHS","1,742.5500","1,773.9100","1,758.2300"
"06 Feb 1997","US Dollar","USDGHS","1,742.0900","1,773.2700","1,757.6800"
"05 Feb 1997","US Dollar","USDGHS","1,739.8200","1,771.4500","1,755.6350"
"04 Feb 1997","US Dollar","USDGHS","1,739.6400","1,771.3600","1,755.5000"
"03 Feb 1997","US Dollar","USDGHS","1,739.1800","1,770.9100","1,755.0450"
"31 Jan 1997","US Dollar","USDGHS","1,738.0900","1,769.5500","1,753.8200"
"30 Jan 1997","US Dollar","USDGHS","1,735.9100","1,768.0000","1,751.9550"
"29 Jan 1997","US Dollar","USDGHS","1,735.1800","1,767.3600","1,751.2700"
"28 Jan 1997","US Dollar","USDGHS","1,733.7300","1,764.9100","1,749.3200"
"27 Jan 1997","US Dollar","USDGHS","1,732.7300","1,764.9100","1,748.8200"
"24 Jan 1997","US Dollar","USDGHS","1,732.7300","1,764.9100","1,748.8200"
"23 Jan 1997","US Dollar","USDGHS","1,732.2700","1,764.3600","1,748.3150"
"22 Jan 1997","US Dollar","USDGHS","1,731.7300","1,763.4500","1,747.5900"
"21 Jan 1997","US Dollar","USDGHS","1,730.5500","1,762.4500","1,746.5000"
"20 Jan 1997","US Dollar","USDGHS","1,729.0900","1,761.0000","1,745.0450"
"17 Jan 1997","US Dollar","USDGHS","1,728.8200","1,760.6400","1,744.7300"
"16 Jan 1997","US Dollar","USDGHS","1,728.7300","1,760.4500","1,744.5900"
"15 Jan 1997","US Dollar","USDGHS","1,728.2700","1,759.6400","1,743.9550"
"14 Jan 1997","US Dollar","USDGHS","1,727.8200","1,758.7300","1,743.2750"
"13 Jan 1997","US Dollar","USDGHS","1,727.8200","1,758.2700","1,743.0450"
"10 Jan 1997","US Dollar","USDGHS","1,727.8200","1,757.8200","1,742.8200"
"09 Jan 1997","US Dollar","USDGHS","1,727.5500","1,757.7300","1,742.6400"
"08 Jan 1997","US Dollar","USDGHS","1,726.9100","1,757.4500","1,742.1800"
"07 Jan 1997","US Dollar","USDGHS","1,727.2700","1,756.2700","1,741.7700"
"06 Jan 1997","US Dollar","USDGHS","1,726.8200","1,755.3600","1,741.0900"
"03 Jan 1997","US Dollar","USDGHS","1,726.8200","1,755.3600","1,741.0900"
"02 Jan 1997","US Dollar","USDGHS","1,727.1800","1,755.1800","1,741.1800"
"31 Dec 1996","US Dollar","USDGHS","1,726.0900","1,754.6400","1,740.3650"
"30 Dec 1996","US Dollar","USDGHS","1,726.2700","1,754.1800","1,740.2250"
"27 Dec 1996","US Dollar","USDGHS","1,726.0900","1,754.3600","1,740.2250"
"24 Dec 1996","US Dollar","USDGHS","1,725.4500","1,753.2700","1,739.3600"
"23 Dec 1996","US Dollar","USDGHS","1,724.4500","1,751.2700","1,737.8600"
"20 Dec 1996","US Dollar","USDGHS","1,723.9100","1,750.7300","1,737.3200"
"19 Dec 1996","US Dollar","USDGHS","1,723.2700","1,750.2700","1,736.7700"
"18 Dec 1996","US Dollar","USDGHS","1,723.2700","1,750.1800","1,736.7250"
"17 Dec 1996","US Dollar","USDGHS","1,723.0900","1,750.0000","1,736.5450"
"16 Dec 1996","US Dollar","USDGHS","1,722.1800","1,749.6400","1,735.9100"
"13 Dec 1996","US Dollar","USDGHS","1,721.1800","1,748.6400","1,734.9100"
"12 Dec 1996","US Dollar","USDGHS","1,720.6400","1,748.0900","1,734.3650"
"11 Dec 1996","US Dollar","USDGHS","1,720.1800","1,748.0000","1,734.0900"
"10 Dec 1996","US Dollar","USDGHS","1,720.0000","1,747.4500","1,733.7250"
"09 Dec 1996","US Dollar","USDGHS","1,720.0000","1,747.4500","1,733.7250"
"05 Dec 1996","US Dollar","USDGHS","1,720.0000","1,747.2700","1,733.6350"
"04 Dec 1996","US Dollar","USDGHS","1,720.3600","1,747.0000","1,733.6800"
"03 Dec 1996","US Dollar","USDGHS","1,719.9100","1,746.0900","1,733.0000"
"02 Dec 1996","US Dollar","USDGHS","1,719.4500","1,745.4500","1,732.4500"
"29 Nov 1996","US Dollar","USDGHS","1,719.3600","1,745.1800","1,732.2700"
"28 Nov 1996","US Dollar","USDGHS","1,718.0000","1,743.8200","1,730.9100"
"27 Nov 1996","US Dollar","USDGHS","1,717.5500","1,742.9100","1,730.2300"
"26 Nov 1996","US Dollar","USDGHS","1,718.0900","1,743.4500","1,730.7700"
"25 Nov 1996","US Dollar","USDGHS","1,716.7300","1,742.1800","1,729.4550"
"22 Nov 1996","US Dollar","USDGHS","1,716.7300","1,742.1800","1,729.4550"
"21 Nov 1996","US Dollar","USDGHS","1,716.6400","1,742.1800","1,729.4100"
"20 Nov 1996","US Dollar","USDGHS","1,716.3600","1,742.0000","1,729.1800"
"19 Nov 1996","US Dollar","USDGHS","1,715.9100","1,742.0000","1,728.9550"
"18 Nov 1996","US Dollar","USDGHS","1,715.0900","1,741.7300","1,728.4100"
"15 Nov 1996","US Dollar","USDGHS","1,714.0900","1,741.0900","1,727.5900"
"14 Nov 1996","US Dollar","USDGHS","1,714.3600","1,740.4500","1,727.4050"
"13 Nov 1996","US Dollar","USDGHS","1,713.0900","1,739.5500","1,726.3200"
"12 Nov 1996","US Dollar","USDGHS","1,712.3600","1,739.0900","1,725.7250"
"11 Nov 1996","US Dollar","USDGHS","1,712.1800","1,738.9100","1,725.5450"
"08 Nov 1996","US Dollar","USDGHS","1,711.8200","1,738.7300","1,725.2750"
"07 Nov 1996","US Dollar","USDGHS","1,711.3600","1,724.7700","1,718.0650"
"06 Nov 1996","US Dollar","USDGHS","1,711.3600","1,737.8200","1,724.5900"
"05 Nov 1996","US Dollar","USDGHS","1,710.9100","1,737.3600","1,724.1350"
"04 Nov 1996","US Dollar","USDGHS","1,710.8200","1,736.6400","1,723.7300"
"01 Nov 1996","US Dollar","USDGHS","1,710.4500","1,736.6400","1,723.5450"
"31 Oct 1996","US Dollar","USDGHS","1,710.4500","1,736.6400","1,723.5450"
"30 Oct 1996","US Dollar","USDGHS","1,709.7300","1,736.2700","1,723.0000"
"29 Oct 1996","US Dollar","USDGHS","1,708.6400","1,735.2700","1,721.9550"
"28 Oct 1996","US Dollar","USDGHS","1,707.7300","1,734.7300","1,721.2300"
"25 Oct 1996","US Dollar","USDGHS","1,707.1800","1,734.0900","1,720.6350"
"24 Oct 1996","US Dollar","USDGHS","1,707.1800","1,734.0900","1,720.6350"
"23 Oct 1996","US Dollar","USDGHS","1,707.1800","1,734.0900","1,720.6350"
"22 Oct 1996","US Dollar","USDGHS","1,706.7300","1,733.6400","1,720.1850"
"21 Oct 1996","US Dollar","USDGHS","1,706.1800","1,732.8200","1,719.5000"
"18 Oct 1996","US Dollar","USDGHS","1,706.6400","1,733.2700","1,719.9550"
"17 Oct 1996","US Dollar","USDGHS","1,706.4500","1,732.8900","1,719.6700"
"16 Oct 1996","US Dollar","USDGHS","1,706.1800","1,719.5900","1,712.8850"
"15 Oct 1996","US Dollar","USDGHS","1,706.0900","1,732.4500","1,719.2700"
"14 Oct 1996","US Dollar","USDGHS","1,704.8200","1,731.5500","1,718.1850"
"11 Oct 1996","US Dollar","USDGHS","1,703.9100","1,730.1800","1,717.0450"
"10 Oct 1996","US Dollar","USDGHS","1,703.9100","1,730.1800","1,717.0450"
"09 Oct 1996","US Dollar","USDGHS","1,703.4500","1,730.1800","1,716.8150"
"08 Oct 1996","US Dollar","USDGHS","1,703.4500","1,729.9100","1,716.6800"
"07 Oct 1996","US Dollar","USDGHS","1,702.9100","1,728.8200","1,715.8650"
"04 Oct 1996","US Dollar","USDGHS","1,702.4500","1,728.2700","1,715.3600"
"03 Oct 1996","US Dollar","USDGHS","1,701.8200","1,726.3600","1,714.0900"
"02 Oct 1996","US Dollar","USDGHS","1,701.6400","1,726.7300","1,714.1850"
"01 Oct 1996","US Dollar","USDGHS","1,700.3600","1,725.0900","1,712.7250"
"30 Sep 1996","US Dollar","USDGHS","1,698.9100","1,723.9100","1,711.4100"
"27 Sep 1996","US Dollar","USDGHS","1,698.2700","1,722.8200","1,710.5450"
"26 Sep 1996","US Dollar","USDGHS","1,696.5500","1,720.9100","1,708.7300"
"25 Sep 1996","US Dollar","USDGHS","1,695.5500","1,719.2700","1,707.4100"
"24 Sep 1996","US Dollar","USDGHS","1,694.8400","1,717.7300","1,706.2850"
"23 Sep 1996","US Dollar","USDGHS","1,691.9100","1,718.1800","1,705.0450"
"20 Sep 1996","US Dollar","USDGHS","1,691.9100","1,716.1800","1,704.0450"
"19 Sep 1996","US Dollar","USDGHS","1,690.9100","1,715.9100","1,703.4100"
"18 Sep 1996","US Dollar","USDGHS","1,689.2700","1,714.1800","1,701.7250"
"17 Sep 1996","US Dollar","USDGHS","1,685.9100","1,711.1800","1,698.5450"
"16 Sep 1996","US Dollar","USDGHS","1,685.6400","1,711.0000","1,698.3200"
"13 Sep 1996","US Dollar","USDGHS","1,684.7300","1,710.0900","1,697.4100"
"12 Sep 1996","US Dollar","USDGHS","1,684.7300","1,710.2700","1,697.5000"
"11 Sep 1996","US Dollar","USDGHS","1,684.2700","1,709.8200","1,697.0450"
"10 Sep 1996","US Dollar","USDGHS","1,683.8200","1,709.6400","1,696.7300"
"09 Sep 1996","US Dollar","USDGHS","1,683.6400","1,709.5500","1,696.5950"
"06 Sep 1996","US Dollar","USDGHS","1,683.6400","1,709.4500","1,696.5450"
"05 Sep 1996","US Dollar","USDGHS","1,683.1800","1,708.2700","1,695.7250"
"04 Sep 1996","US Dollar","USDGHS","1,682.5500","1,708.0900","1,695.3200"
"03 Sep 1996","US Dollar","USDGHS","1,680.7300","1,707.4500","1,694.0900"
"02 Sep 1996","US Dollar","USDGHS","1,680.2700","1,707.7300","1,694.0000"
"30 Aug 1996","US Dollar","USDGHS","1,679.1800","1,706.6400","1,692.9100"
"29 Aug 1996","US Dollar","USDGHS","1,678.5500","1,706.4500","1,692.5000"
"28 Aug 1996","US Dollar","USDGHS","1,677.9100","1,707.0900","1,692.5000"
"27 Aug 1996","US Dollar","USDGHS","1,677.4500","1,706.6400","1,692.0450"
"26 Aug 1996","US Dollar","USDGHS","1,675.6400","1,705.0000","1,690.3200"
"23 Aug 1996","US Dollar","USDGHS","1,675.1800","1,704.5500","1,689.8650"
"22 Aug 1996","US Dollar","USDGHS","1,674.0900","1,703.9100","1,689.0000"
"21 Aug 1996","US Dollar","USDGHS","1,674.0900","1,703.9100","1,689.0000"
"20 Aug 1996","US Dollar","USDGHS","1,674.0900","1,703.9100","1,689.0000"
"19 Aug 1996","US Dollar","USDGHS","1,673.6400","1,703.4500","1,688.5450"
"16 Aug 1996","US Dollar","USDGHS","1,673.1800","1,703.0000","1,688.0900"
"15 Aug 1996","US Dollar","USDGHS","1,673.1800","1,703.0000","1,688.0900"
"14 Aug 1996","US Dollar","USDGHS","1,673.1800","1,703.4500","1,688.3150"
"13 Aug 1996","US Dollar","USDGHS","1,673.1800","1,703.1800","1,688.1800"
"12 Aug 1996","US Dollar","USDGHS","1,673.1800","1,702.2700","1,687.7250"
"09 Aug 1996","US Dollar","USDGHS","1,672.7300","1,703.4500","1,688.0900"
"08 Aug 1996","US Dollar","USDGHS","1,672.7300","1,703.0000","1,687.8650"
"07 Aug 1996","US Dollar","USDGHS","1,672.7300","1,702.7300","1,687.7300"
"06 Aug 1996","US Dollar","USDGHS","1,672.7300","1,702.7300","1,687.7300"
"05 Aug 1996","US Dollar","USDGHS","1,671.0900","1,701.0900","1,686.0900"
"02 Aug 1996","US Dollar","USDGHS","1,670.6400","1,700.1800","1,685.4100"
"01 Aug 1996","US Dollar","USDGHS","1,670.6400","1,700.1800","1,685.4100"
"31 Jul 1996","US Dollar","USDGHS","1,671.3600","1,700.4500","1,685.9050"
"30 Jul 1996","US Dollar","USDGHS","1,669.7300","1,698.3600","1,684.0450"
"29 Jul 1996","US Dollar","USDGHS","1,668.4500","1,697.2700","1,682.8600"
"26 Jul 1996","US Dollar","USDGHS","1,668.0000","1,696.8200","1,682.4100"
"25 Jul 1996","US Dollar","USDGHS","1,667.2700","1,696.5500","1,681.9100"
"24 Jul 1996","US Dollar","USDGHS","1,664.3600","1,693.1900","1,678.7750"
"23 Jul 1996","US Dollar","USDGHS","1,661.4500","1,689.8200","1,675.6350"
"22 Jul 1996","US Dollar","USDGHS","1,659.1800","1,687.8200","1,673.5000"
"19 Jul 1996","US Dollar","USDGHS","1,658.7300","1,686.1800","1,672.4550"
"18 Jul 1996","US Dollar","USDGHS","1,658.0000","1,685.4500","1,671.7250"
"17 Jul 1996","US Dollar","USDGHS","1,655.4500","1,684.0900","1,669.7700"
"16 Jul 1996","US Dollar","USDGHS","1,654.5500","1,682.7300","1,668.6400"
"15 Jul 1996","US Dollar","USDGHS","1,652.7300","1,681.3600","1,667.0450"
"12 Jul 1996","US Dollar","USDGHS","1,652.2700","1,681.3600","1,666.8150"
"11 Jul 1996","US Dollar","USDGHS","1,651.8200","1,680.2700","1,666.0450"
"10 Jul 1996","US Dollar","USDGHS","1,649.5500","1,677.7300","1,663.6400"
"09 Jul 1996","US Dollar","USDGHS","1,649.0900","1,677.7300","1,663.4100"
"08 Jul 1996","US Dollar","USDGHS","1,645.6400","1,675.4500","1,660.5450"
"05 Jul 1996","US Dollar","USDGHS","1,645.1800","1,675.0000","1,660.0900"
"04 Jul 1996","US Dollar","USDGHS","1,644.5500","1,673.9100","1,659.2300"
"03 Jul 1996","US Dollar","USDGHS","1,642.5500","1,670.9100","1,656.7300"
"02 Jul 1996","US Dollar","USDGHS","1,642.0000","1,668.6400","1,655.3200"
"28 Jun 1996","US Dollar","USDGHS","1,640.9100","1,667.2700","1,654.0900"
"27 Jun 1996","US Dollar","USDGHS","1,639.0900","1,665.4500","1,652.2700"
"26 Jun 1996","US Dollar","USDGHS","1,638.4500","1,664.2700","1,651.3600"
"25 Jun 1996","US Dollar","USDGHS","1,637.5500","1,661.5500","1,649.5500"
"24 Jun 1996","US Dollar","USDGHS","1,635.2700","1,659.4500","1,647.3600"
"21 Jun 1996","US Dollar","USDGHS","1,635.2700","1,659.4500","1,647.3600"
"20 Jun 1996","US Dollar","USDGHS","1,633.9100","1,657.2700","1,645.5900"
"19 Jun 1996","US Dollar","USDGHS","1,632.0900","1,655.0000","1,643.5450"
"18 Jun 1996","US Dollar","USDGHS","1,632.0900","1,654.5500","1,643.3200"
"17 Jun 1996","US Dollar","USDGHS","1,631.6400","1,653.6400","1,642.6400"
"14 Jun 1996","US Dollar","USDGHS","1,630.4500","1,651.8200","1,641.1350"
"13 Jun 1996","US Dollar","USDGHS","1,629.5500","1,651.0000","1,640.2750"
"12 Jun 1996","US Dollar","USDGHS","1,628.6400","1,650.5500","1,639.5950"
"11 Jun 1996","US Dollar","USDGHS","1,627.7300","1,649.1800","1,638.4550"
"10 Jun 1996","US Dollar","USDGHS","1,624.2700","1,646.2700","1,635.2700"
"07 Jun 1996","US Dollar","USDGHS","1,624.2700","1,646.2700","1,635.2700"
"06 Jun 1996","US Dollar","USDGHS","1,624.5500","1,645.1800","1,634.8650"
"05 Jun 1996","US Dollar","USDGHS","1,621.6400","1,643.0000","1,632.3200"
"03 Jun 1996","US Dollar","USDGHS","1,621.3600","1,642.5500","1,631.9550"
"31 May 1996","US Dollar","USDGHS","1,620.4500","1,640.7300","1,630.5900"
"30 May 1996","US Dollar","USDGHS","1,620.2700","1,640.4500","1,630.3600"
"29 May 1996","US Dollar","USDGHS","1,619.1800","1,639.3600","1,629.2700"
"28 May 1996","US Dollar","USDGHS","1,617.4500","1,638.0000","1,627.7250"
"27 May 1996","US Dollar","USDGHS","1,616.4500","1,637.0900","1,626.7700"
"24 May 1996","US Dollar","USDGHS","1,616.3600","1,636.1800","1,626.2700"
"23 May 1996","US Dollar","USDGHS","1,613.8200","1,633.6400","1,623.7300"
"22 May 1996","US Dollar","USDGHS","1,612.0900","1,632.1800","1,622.1350"
"21 May 1996","US Dollar","USDGHS","1,610.7300","1,630.8200","1,620.7750"
"20 May 1996","US Dollar","USDGHS","1,610.2700","1,629.9100","1,620.0900"
"17 May 1996","US Dollar","USDGHS","1,608.8200","1,628.8200","1,618.8200"
"16 May 1996","US Dollar","USDGHS","1,607.0000","1,627.4500","1,617.2250"
"15 May 1996","US Dollar","USDGHS","1,605.4500","1,625.9100","1,615.6800"
"14 May 1996","US Dollar","USDGHS","1,605.0000","1,624.0900","1,614.5450"
"13 May 1996","US Dollar","USDGHS","1,602.2700","1,622.4500","1,612.3600"
"10 May 1996","US Dollar","USDGHS","1,602.2700","1,622.4500","1,612.3600"
"09 May 1996","US Dollar","USDGHS","1,602.0000","1,622.4500","1,612.2250"
"08 May 1996","US Dollar","USDGHS","1,601.5500","1,622.0000","1,611.7750"
"07 May 1996","US Dollar","USDGHS","1,599.4500","1,620.5500","1,610.0000"
"06 May 1996","US Dollar","USDGHS","1,599.3600","1,620.5500","1,609.9550"
"03 May 1996","US Dollar","USDGHS","1,599.0900","1,620.2700","1,609.6800"
"02 May 1996","US Dollar","USDGHS","1,596.3600","1,618.1800","1,607.2700"
"30 Apr 1996","US Dollar","USDGHS","1,596.2700","1,617.9100","1,607.0900"
"29 Apr 1996","US Dollar","USDGHS","1,596.0900","1,617.2700","1,606.6800"
"26 Apr 1996","US Dollar","USDGHS","1,595.3600","1,616.5500","1,605.9550"
"25 Apr 1996","US Dollar","USDGHS","1,595.3600","1,616.0900","1,605.7250"
"24 Apr 1996","US Dollar","USDGHS","1,594.6400","1,615.9100","1,605.2750"
"23 Apr 1996","US Dollar","USDGHS","1,591.0000","1,612.2700","1,601.6350"
"22 Apr 1996","US Dollar","USDGHS","1,589.4300","1,610.7300","1,600.0800"
"19 Apr 1996","US Dollar","USDGHS","1,588.5500","1,610.2700","1,599.4100"
"18 Apr 1996","US Dollar","USDGHS","1,586.9100","1,608.2700","1,597.5900"
"17 Apr 1996","US Dollar","USDGHS","1,585.4500","1,606.8200","1,596.1350"
"16 Apr 1996","US Dollar","USDGHS","1,581.8200","1,602.2700","1,592.0450"
"15 Apr 1996","US Dollar","USDGHS","1,578.6400","1,599.0900","1,588.8650"
"12 Apr 1996","US Dollar","USDGHS","1,578.6400","1,598.6400","1,588.6400"
"11 Apr 1996","US Dollar","USDGHS","1,578.1800","1,598.6400","1,588.4100"
"10 Apr 1996","US Dollar","USDGHS","1,578.0000","1,598.0000","1,588.0000"
"09 Apr 1996","US Dollar","USDGHS","1,577.5500","1,597.5500","1,587.5500"
"04 Apr 1996","US Dollar","USDGHS","1,577.0900","1,596.1800","1,586.6350"
"03 Apr 1996","US Dollar","USDGHS","1,577.7300","1,597.5500","1,587.6400"
"02 Apr 1996","US Dollar","USDGHS","1,574.3600","1,594.8200","1,584.5900"
"01 Apr 1996","US Dollar","USDGHS","1,572.3600","1,592.9100","1,582.6350"
"29 Mar 1996","US Dollar","USDGHS","1,571.6400","1,592.0900","1,581.8650"
"28 Mar 1996","US Dollar","USDGHS","1,570.2700","1,589.8200","1,580.0450"
"27 Mar 1996","US Dollar","USDGHS","1,566.7300","1,587.6400","1,577.1850"
"26 Mar 1996","US Dollar","USDGHS","1,564.2700","1,585.2700","1,574.7700"
"25 Mar 1996","US Dollar","USDGHS","1,560.0000","1,582.2700","1,571.1350"
"22 Mar 1996","US Dollar","USDGHS","1,558.6400","1,581.3600","1,570.0000"
"21 Mar 1996","US Dollar","USDGHS","1,558.1800","1,580.4500","1,569.3150"
"20 Mar 1996","US Dollar","USDGHS","1,554.0900","1,577.7300","1,565.9100"
"19 Mar 1996","US Dollar","USDGHS","1,550.1800","1,574.5500","1,562.3650"
"18 Mar 1996","US Dollar","USDGHS","1,546.3600","1,572.9100","1,559.6350"
"15 Mar 1996","US Dollar","USDGHS","1,546.1800","1,572.6400","1,559.4100"
"14 Mar 1996","US Dollar","USDGHS","1,544.5500","1,570.2700","1,557.4100"
"13 Mar 1996","US Dollar","USDGHS","1,542.7300","1,568.9100","1,555.8200"
"12 Mar 1996","US Dollar","USDGHS","1,541.8200","1,567.0900","1,554.4550"
"11 Mar 1996","US Dollar","USDGHS","1,541.8200","1,566.3600","1,554.0900"
"08 Mar 1996","US Dollar","USDGHS","1,542.2700","1,565.4500","1,553.8600"
"07 Mar 1996","US Dollar","USDGHS","1,536.3600","1,559.9100","1,548.1350"
"05 Mar 1996","US Dollar","USDGHS","1,535.0000","1,559.5500","1,547.2750"
"04 Mar 1996","US Dollar","USDGHS","1,532.2700","1,556.8200","1,544.5450"
"01 Mar 1996","US Dollar","USDGHS","1,531.3600","1,555.4500","1,543.4050"
"29 Feb 1996","US Dollar","USDGHS","1,530.6400","1,554.0900","1,542.3650"
"28 Feb 1996","US Dollar","USDGHS","1,526.8200","1,550.9100","1,538.8650"
"27 Feb 1996","US Dollar","USDGHS","1,524.0900","1,548.6400","1,536.3650"
"26 Feb 1996","US Dollar","USDGHS","1,518.8200","1,543.1800","1,531.0000"
"23 Feb 1996","US Dollar","USDGHS","1,517.9100","1,541.8200","1,529.8650"
"22 Feb 1996","US Dollar","USDGHS","1,517.0900","1,540.7300","1,528.9100"
"20 Feb 1996","US Dollar","USDGHS","1,513.9100","1,537.2700","1,525.5900"
"19 Feb 1996","US Dollar","USDGHS","1,508.6400","1,533.8200","1,521.2300"
"16 Feb 1996","US Dollar","USDGHS","1,507.2700","1,532.9100","1,520.0900"
"15 Feb 1996","US Dollar","USDGHS","1,506.8200","1,531.0900","1,518.9550"
"14 Feb 1996","US Dollar","USDGHS","1,505.9100","1,529.2700","1,517.5900"
"13 Feb 1996","US Dollar","USDGHS","1,504.2700","1,526.9100","1,515.5900"
"12 Feb 1996","US Dollar","USDGHS","1,502.2700","1,525.9100","1,514.0900"
"09 Feb 1996","US Dollar","USDGHS","1,502.2700","1,525.0000","1,513.6350"
"08 Feb 1996","US Dollar","USDGHS","1,498.1800","1,520.4500","1,509.3150"
"07 Feb 1996","US Dollar","USDGHS","1,497.7300","1,520.0000","1,508.8650"
